age_bracket,travelling_with,female_count,male_count,key_activity,trip_purpose,first_time_visitor,mainland_nights,island_nights,tour_arrangement,transport_package_international,source_of_info,package_accomodation,food_package,transport_package_mx,sightseeing_package,guided_tour_package,insurance_package,days_before_booked,weather_at_arrival,tour_length,special_requirements,total_travellers,spending,total_nights,booked_late,ratio,category
35,3,2.0,4.0,1,4,1,21,0,0,0,4,0,0,0,0,0,0,45,2,22,1,6.0,6.317842213,21,0,2.0,1.0
70,2,1.0,1.0,1,5,1,6,0,1,1,5,2,2,1,0,1,0,22,2,10,1,2.0,5.69267197,6,0,1.0,0.0
55,3,5.0,3.0,1,5,0,9,4,1,1,5,2,2,1,0,0,0,45,3,40,1,8.0,6.521512483,13,0,0.6,0.0
55,2,1.0,1.0,4,2,0,3,0,0,0,4,0,0,0,0,0,0,100,2,3,1,2.0,5.646109133,3,0,1.0,1.0
21,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,1,2,100,3,10,1,2.0,6.66460256,7,0,1.0,0.0
55,1,0.0,1.0,6,4,0,20,0,0,0,3,0,0,0,0,0,0,100,2,10,2,1.0,3.221345731,20,0,12.0,1.0
35,1,0.0,1.0,3,1,0,2,0,0,0,4,0,0,0,0,0,0,22,3,40,1,1.0,6.359114199,2,0,12.0,1.0
35,1,0.0,1.0,2,1,1,3,0,0,0,5,1,0,0,0,0,0,75,3,10,1,1.0,6.359114199,3,0,12.0,2.0
55,3,3.0,2.0,3,5,1,3,8,0,0,5,0,0,0,0,0,0,75,2,3,1,5.0,6.66460256,11,0,0.6666666666666666,0.0
35,3,2.0,1.0,1,4,1,14,0,1,1,5,2,2,1,0,0,0,11,2,10,1,3.0,10.49669737,14,0,0.5,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,75,2,3,1,2.0,6.66460256,7,0,1.0,0.0
35,3,1.0,3.0,1,5,1,14,6,1,1,5,2,2,1,1,1,2,11,2,10,1,4.0,3.221345731,20,0,3.0,0.0
55,1,0.0,1.0,6,3,0,1,0,0,0,5,0,0,0,0,0,0,45,1,40,1,1.0,5.971244357,1,0,12.0,1.0
55,3,1.0,1.0,1,4,0,8,3,0,0,3,0,0,0,0,0,0,100,2,22,1,2.0,10.49669737,11,0,1.0,1.0
55,3,1.0,1.0,2,2,1,3,0,1,1,5,0,0,0,1,0,0,75,3,3,1,2.0,12.61172188,3,0,1.0,0.0
35,3,1.0,1.0,3,5,1,0,8,1,1,5,2,2,1,0,0,2,100,2,3,1,2.0,6.66460256,8,0,1.0,0.0
35,1,0.0,1.0,2,5,1,8,0,1,1,5,2,2,1,1,1,2,22,3,10,2,1.0,6.317842213,8,0,12.0,1.0
35,1,1.0,0.0,5,4,1,3,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.084577464,3,0,0.0,2.0
35,2,1.0,1.0,1,5,1,5,6,1,1,5,2,2,1,1,1,0,75,3,10,1,2.0,6.317842213,11,0,1.0,1.0
35,3,2.0,0.0,2,5,1,9,4,1,0,4,2,2,0,1,1,0,100,2,40,1,2.0,5.646109133,13,0,0.0,0.0
35,1,0.0,1.0,6,1,0,10,0,0,0,5,0,0,0,0,0,0,75,1,40,2,1.0,5.646109133,10,0,12.0,0.0
70,1,0.0,1.0,6,5,0,2,0,0,0,4,0,0,0,0,0,0,75,3,3,1,1.0,0.157818442,2,0,12.0,1.0
55,2,1.0,1.0,1,5,1,7,6,1,1,5,2,2,1,1,1,2,100,3,10,1,2.0,6.317842213,13,0,1.0,0.0
35,2,1.0,1.0,1,5,1,8,5,1,1,5,2,2,1,1,1,2,100,2,3,2,2.0,6.521512483,13,0,1.0,0.0
21,1,1.0,0.0,2,5,1,10,6,1,1,4,2,2,1,1,1,0,45,2,3,1,1.0,10.49669737,16,0,0.0,0.0
55,3,1.0,1.0,2,5,1,9,0,1,1,5,2,2,1,0,1,2,75,3,10,1,2.0,6.66460256,9,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,8,1,1,5,2,2,0,0,0,2,45,2,3,1,2.0,6.66460256,8,0,1.0,1.0
55,3,2.0,1.0,3,5,1,0,11,1,1,5,2,0,1,0,1,0,4,2,10,1,3.0,6.521512483,11,1,0.5,0.0
35,2,1.0,1.0,1,5,1,4,5,0,0,4,0,0,0,0,0,0,75,2,3,1,2.0,3.221345731,9,0,1.0,0.0
35,3,2.0,0.0,2,5,1,9,0,1,1,5,2,2,1,1,1,0,100,2,10,1,2.0,15.37892575,9,0,0.0,0.0
55,2,1.0,1.0,1,5,1,2,12,0,0,4,0,0,0,0,0,0,100,2,40,1,2.0,6.66460256,14,0,1.0,0.0
55,2,1.0,1.0,1,5,1,8,0,1,0,5,2,2,1,1,1,0,45,2,10,1,2.0,6.521512483,8,0,1.0,0.0
70,2,1.0,1.0,1,5,1,9,0,1,0,4,2,2,1,1,1,0,22,2,3,1,2.0,13.98126763,9,0,1.0,0.0
55,1,0.0,1.0,5,5,0,12,0,0,0,4,0,0,0,0,0,0,22,2,10,1,1.0,6.66460256,12,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,100,2,10,1,2.0,6.66460256,7,0,1.0,0.0
9,3,2.0,2.0,1,5,1,10,5,1,1,5,2,2,1,1,1,2,75,2,40,1,4.0,10.49669737,15,0,1.0,0.0
35,3,2.0,1.0,1,5,1,10,4,0,0,3,0,0,0,0,0,0,100,3,3,1,3.0,6.66460256,14,0,0.5,1.0
55,3,1.0,2.0,6,4,0,2,0,0,0,3,0,0,0,0,0,0,100,2,20,1,3.0,7.781739015,2,0,2.0,2.0
55,2,1.0,1.0,1,5,0,15,4,1,0,5,2,2,1,1,1,0,75,2,10,2,2.0,10.49669737,19,0,1.0,0.0
35,1,0.0,1.0,3,5,0,3,0,0,0,4,0,0,0,0,0,0,100,2,22,1,1.0,7.781739015,3,0,12.0,1.0
70,1,1.0,0.0,1,5,1,12,0,1,1,5,2,2,1,1,1,0,100,2,40,1,1.0,6.317842213,12,0,0.0,0.0
35,1,1.0,0.0,4,2,0,3,0,0,0,4,0,0,0,0,0,0,100,2,40,1,1.0,10.49669737,3,0,0.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,100,2,40,1,2.0,6.66460256,7,0,1.0,0.0
55,2,1.0,1.0,1,5,0,7,6,1,0,5,2,2,1,1,1,2,100,2,40,1,2.0,6.66460256,13,0,1.0,0.0
55,2,1.0,1.0,1,5,1,7,0,1,1,5,2,2,1,1,1,0,75,3,40,1,2.0,6.521512483,7,0,1.0,0.0
35,2,0.0,1.0,1,5,1,7,0,1,1,4,2,2,1,0,0,0,100,2,10,1,1.0,6.521512483,7,0,12.0,0.0
35,2,1.0,1.0,1,5,1,8,9,0,0,4,0,0,0,0,0,0,75,2,3,1,2.0,6.317842213,17,0,1.0,1.0
55,1,1.0,0.0,5,4,0,12,0,0,0,2,0,0,0,0,0,0,22,2,3,1,1.0,6.317842213,12,0,0.0,1.0
55,1,1.0,0.0,1,1,0,6,0,0,0,2,0,0,0,0,0,0,100,3,10,1,1.0,7.781739015,6,0,0.0,1.0
35,1,0.0,1.0,3,5,0,13,0,0,0,4,0,0,0,0,0,0,75,2,40,2,1.0,6.084577464,13,0,12.0,2.0
21,1,0.0,1.0,4,2,1,2,0,0,0,5,0,0,0,0,0,0,100,1,10,1,1.0,7.781739015,2,0,12.0,2.0
35,1,0.0,1.0,6,3,1,3,0,1,0,5,0,0,0,0,0,0,75,2,22,1,1.0,4.615932526,3,0,12.0,0.0
35,2,1.0,1.0,1,5,1,6,0,1,0,5,2,2,1,1,1,0,75,2,10,1,2.0,10.49669737,6,0,1.0,1.0
55,3,1.0,1.0,1,5,1,4,6,0,0,5,0,0,0,0,0,1,75,3,3,1,2.0,6.521512483,10,0,1.0,1.0
35,1,0.0,1.0,1,1,0,1,0,1,0,3,2,0,0,0,0,0,100,2,3,1,1.0,7.781739015,1,0,12.0,1.0
21,1,1.0,0.0,1,3,1,25,0,1,0,2,2,2,1,1,1,2,45,3,10,1,1.0,10.49669737,25,0,0.0,0.0
35,2,1.0,1.0,3,5,1,8,8,1,1,5,2,2,1,0,0,0,100,2,10,1,2.0,6.317842213,16,0,1.0,0.0
35,1,0.0,1.0,1,4,0,2,0,0,0,4,0,0,0,0,0,0,75,3,10,2,1.0,7.781739015,2,0,12.0,1.0
35,1,0.0,1.0,3,5,0,7,7,0,0,4,0,0,0,0,0,0,22,1,10,1,1.0,6.084577464,14,0,12.0,0.0
21,3,0.0,2.0,2,5,1,9,0,0,0,5,0,0,0,0,0,0,45,2,3,1,2.0,9.494009243,9,0,12.0,0.0
35,2,1.0,1.0,6,3,1,0,14,1,1,4,2,2,1,0,1,0,22,2,10,1,2.0,6.66460256,14,0,1.0,0.0
70,3,1.0,2.0,3,5,1,7,0,1,1,1,2,0,1,1,1,0,75,3,40,1,3.0,6.521512483,7,0,2.0,0.0
55,3,1.0,1.0,3,5,0,0,11,0,0,4,1,0,0,0,0,0,22,2,10,1,2.0,7.781739015,11,0,1.0,1.0
21,1,1.0,0.0,6,3,1,1,0,0,0,4,0,0,0,0,0,0,22,1,10,1,1.0,7.781739015,1,0,0.0,2.0
35,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,0,0,0,0,100,2,40,1,2.0,6.66460256,7,0,1.0,0.0
21,1,1.0,0.0,5,3,1,30,0,0,0,4,0,0,0,0,0,0,100,3,10,1,1.0,1.800526697,30,0,0.0,1.0
35,1,1.0,0.0,6,4,0,3,0,0,0,4,0,0,0,0,0,0,4,2,10,1,1.0,3.437835179,3,1,0.0,2.0
35,3,3.0,2.0,3,3,0,0,42,0,0,1,0,0,0,0,0,0,45,2,20,1,5.0,10.49669737,42,0,0.6666666666666666,0.0
55,2,1.0,1.0,1,5,1,7,7,0,0,4,0,0,0,0,0,0,75,2,40,1,2.0,6.317842213,14,0,1.0,0.0
35,2,1.0,1.0,1,5,1,6,5,1,1,5,2,2,1,1,1,0,45,2,40,1,2.0,10.49669737,11,0,1.0,0.0
35,1,1.0,0.0,1,5,1,11,3,0,0,5,0,0,0,0,0,0,100,2,10,1,1.0,10.49669737,14,0,0.0,1.0
35,3,5.0,2.0,3,5,1,2,7,1,1,5,2,2,1,1,1,0,22,2,3,1,7.0,6.521512483,9,0,0.4,0.0
35,1,1.0,0.0,4,1,1,5,0,0,0,2,0,0,0,0,0,0,45,2,10,1,1.0,7.781739015,5,0,0.0,1.0
55,1,0.0,1.0,1,1,1,5,0,0,0,5,0,0,0,0,0,0,11,3,10,1,1.0,5.646109133,5,0,12.0,1.0
55,2,1.0,1.0,2,5,1,0,7,1,1,5,2,2,0,1,1,0,22,3,3,1,2.0,6.66460256,7,0,1.0,0.0
21,1,1.0,0.0,5,5,1,21,7,1,0,5,2,2,1,1,1,0,75,2,3,1,1.0,10.49669737,28,0,0.0,1.0
35,3,2.0,0.0,3,5,1,7,7,1,1,5,2,2,1,1,1,2,45,2,10,1,2.0,10.49669737,14,0,0.0,0.0
55,1,0.0,1.0,1,2,1,2,0,0,0,4,0,0,0,0,0,0,75,3,3,2,1.0,4.615932526,2,0,12.0,2.0
35,3,1.0,2.0,3,5,1,0,3,1,1,5,2,2,1,1,1,2,75,2,3,1,3.0,5.646109133,3,0,2.0,0.0
35,1,0.0,1.0,6,3,0,3,0,0,0,3,0,0,0,0,0,0,22,2,40,1,1.0,6.084577464,3,0,12.0,2.0
35,1,0.0,1.0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,75,2,10,2,1.0,4.263060223,1,0,12.0,2.0
35,1,0.0,1.0,2,2,0,6,0,0,0,4,0,0,0,0,0,0,100,1,40,1,1.0,10.49669737,6,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,5,0,0,4,0,0,0,0,0,0,75,2,22,1,2.0,6.317842213,5,0,1.0,0.0
35,3,3.0,1.0,1,5,1,9,6,1,0,5,2,2,1,1,0,0,100,2,10,1,4.0,4.791641623,15,0,0.3333333333333333,0.0
55,2,1.0,1.0,3,5,1,6,6,1,1,5,2,2,1,0,0,0,45,2,3,1,2.0,13.98126763,12,0,1.0,0.0
70,2,1.0,1.0,1,5,0,14,0,1,1,5,2,2,1,1,1,2,100,3,10,1,2.0,6.66460256,14,0,1.0,0.0
35,1,0.0,1.0,5,4,1,2,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,10.24307815,2,0,12.0,2.0
55,1,0.0,1.0,1,1,0,4,0,0,0,4,0,1,0,0,0,0,22,2,3,1,1.0,13.98126763,4,0,12.0,2.0
35,2,1.0,1.0,2,5,1,18,0,1,0,5,2,2,1,1,1,0,45,1,10,1,2.0,10.49669737,18,0,1.0,0.0
21,1,1.0,0.0,1,5,0,5,7,1,0,5,2,2,0,0,0,1,75,2,22,1,1.0,13.98126763,12,0,0.0,1.0
21,1,1.0,0.0,2,5,1,10,0,1,0,5,2,2,1,0,0,0,22,2,10,1,1.0,10.49669737,10,0,0.0,0.0
35,1,0.0,1.0,5,5,1,3,0,0,1,4,0,0,0,0,0,0,22,3,10,2,1.0,5.646109133,3,0,12.0,1.0
35,1,0.0,1.0,1,1,0,10,0,0,0,4,0,0,0,0,0,0,22,2,10,1,1.0,6.359114199,10,0,12.0,1.0
55,1,0.0,1.0,3,5,1,0,8,1,1,4,2,2,1,0,0,0,45,2,3,1,1.0,6.66460256,8,0,12.0,1.0
35,3,1.0,2.0,2,5,1,23,0,1,1,5,2,0,1,1,1,2,100,2,10,1,3.0,10.49669737,23,0,2.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,75,3,40,1,2.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,1,4,1,23,0,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,10.4579401,23,0,12.0,1.0
35,2,1.0,1.0,1,5,1,0,6,1,1,5,2,0,1,1,0,0,22,3,40,1,2.0,10.49669737,6,0,1.0,0.0
35,1,1.0,0.0,1,5,1,2,0,0,0,5,0,0,0,0,0,0,100,2,10,1,1.0,10.49669737,2,0,0.0,1.0
35,1,0.0,1.0,3,4,0,2,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,10.49669737,2,0,12.0,1.0
35,3,5.0,4.0,1,5,0,3,0,1,0,5,2,2,1,1,1,0,100,2,10,1,9.0,7.781739015,3,0,0.8,0.0
55,3,4.0,2.0,5,5,0,0,2,1,1,4,2,2,0,0,0,0,75,2,10,1,6.0,10.49669737,2,0,0.5,0.0
21,1,0.0,1.0,3,3,1,24,2,1,1,2,2,2,0,1,1,2,100,1,3,2,1.0,10.49669737,26,0,12.0,1.0
35,1,0.0,1.0,5,4,1,26,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,5.171098328,26,0,12.0,2.0
35,3,3.0,3.0,3,5,1,7,3,1,1,5,2,0,1,1,1,0,22,2,22,2,6.0,3.221345731,10,0,1.0,0.0
55,2,1.0,1.0,3,5,0,0,7,1,1,5,2,2,0,0,0,0,100,2,10,1,2.0,6.66460256,7,0,1.0,0.0
35,2,1.0,1.0,5,5,0,3,0,0,0,3,0,0,0,0,0,0,75,2,40,1,2.0,10.49669737,3,0,1.0,1.0
35,2,1.0,1.0,1,4,1,11,7,1,1,5,0,2,1,1,1,0,22,2,40,1,2.0,6.317842213,18,0,1.0,0.0
35,1,1.0,0.0,2,5,1,10,0,1,1,5,0,2,1,0,1,2,100,2,40,1,1.0,6.317842213,10,0,0.0,0.0
35,1,0.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,1,2,75,2,22,1,1.0,6.66460256,7,0,12.0,1.0
55,3,1.0,2.0,1,1,0,3,15,1,0,3,2,2,1,1,0,0,100,2,3,1,3.0,6.494351742,18,0,2.0,0.0
35,1,0.0,1.0,3,5,1,17,3,0,0,4,0,0,0,0,0,0,22,2,22,1,1.0,3.4442083,20,0,12.0,1.0
55,3,2.0,2.0,1,4,0,14,7,0,0,3,0,0,0,0,0,0,75,2,10,1,4.0,6.317842213,21,0,1.0,0.0
21,1,0.0,1.0,3,5,0,30,0,0,0,4,0,0,0,0,0,0,45,2,40,1,1.0,10.49669737,30,0,12.0,0.0
21,3,1.0,1.0,5,4,1,14,0,0,0,4,0,0,0,0,0,0,100,2,3,2,2.0,5.646109133,14,0,1.0,2.0
35,1,0.0,1.0,5,1,1,22,0,0,0,4,0,0,0,0,0,0,75,2,40,2,1.0,4.615932526,22,0,12.0,0.0
35,1,1.0,0.0,1,5,1,15,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,1.800526697,15,0,0.0,0.0
55,1,1.0,0.0,1,2,0,4,0,0,0,5,0,0,0,0,0,0,100,1,10,1,1.0,5.646109133,4,0,0.0,1.0
35,2,1.0,1.0,1,5,1,10,5,1,0,4,2,0,1,1,1,0,11,2,3,1,2.0,3.221345731,15,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,1,0,0,2,45,2,3,1,2.0,6.66460256,7,0,1.0,1.0
55,1,0.0,1.0,3,5,1,0,10,1,1,4,2,2,1,0,1,2,100,3,10,1,1.0,6.521512483,10,0,12.0,0.0
55,2,1.0,1.0,1,5,0,9,4,1,0,5,2,0,1,1,0,0,100,3,22,1,2.0,3.221345731,13,0,1.0,0.0
35,3,0.0,1.0,1,5,1,5,5,1,0,4,2,2,1,0,1,0,22,2,3,1,1.0,6.66460256,10,0,12.0,1.0
35,1,0.0,1.0,2,5,1,11,0,1,1,5,2,2,0,0,1,0,75,2,3,1,1.0,13.98126763,11,0,12.0,0.0
55,3,1.0,1.0,1,5,1,3,0,1,1,5,2,0,1,1,1,0,22,2,40,1,2.0,13.98126763,3,0,1.0,0.0
35,1,0.0,1.0,4,2,0,0,4,1,1,4,2,0,1,0,0,2,100,2,3,1,1.0,4.263060223,4,0,12.0,1.0
55,1,1.0,0.0,6,3,0,21,0,0,0,2,0,0,0,0,0,0,100,2,10,2,1.0,6.66460256,21,0,0.0,1.0
21,1,0.0,1.0,5,5,0,1,0,0,0,4,0,0,0,0,0,0,45,2,3,1,1.0,4.615932526,1,0,12.0,1.0
55,1,0.0,1.0,1,2,0,3,3,0,0,5,0,0,0,0,0,0,75,2,10,1,1.0,7.781739015,6,0,12.0,1.0
35,1,1.0,0.0,3,5,1,0,3,1,1,5,2,2,0,1,0,0,75,2,10,1,1.0,5.646109133,3,0,0.0,0.0
35,1,1.0,0.0,5,4,1,1,0,0,0,4,0,0,0,0,0,0,45,2,3,1,1.0,4.263060223,1,0,0.0,2.0
21,1,1.0,0.0,1,4,1,10,5,0,0,4,0,0,0,0,0,0,45,1,3,2,1.0,10.49669737,15,0,0.0,1.0
55,1,1.0,0.0,1,5,0,5,0,1,0,5,2,2,1,1,0,0,45,2,10,1,1.0,10.49669737,5,0,0.0,0.0
55,1,1.0,0.0,1,5,1,5,0,1,0,5,2,2,1,1,1,0,75,2,40,1,1.0,3.221345731,5,0,0.0,0.0
35,1,0.0,1.0,1,2,1,7,0,0,0,5,0,0,0,0,0,0,100,2,3,1,1.0,8.356929506,7,0,12.0,1.0
35,2,1.0,1.0,1,5,1,10,6,1,1,4,2,2,0,1,1,0,4,2,3,1,2.0,10.49669737,16,1,1.0,0.0
9,1,1.0,0.0,1,4,1,29,0,0,0,4,0,0,0,0,0,0,75,1,20,1,1.0,6.66460256,29,0,0.0,1.0
35,3,2.0,0.0,3,1,0,4,0,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,10.49669737,4,0,0.0,1.0
55,3,1.0,1.0,3,5,1,0,7,1,1,5,2,2,0,0,0,0,45,2,40,1,2.0,6.66460256,7,0,1.0,0.0
55,1,1.0,0.0,1,5,1,5,0,1,0,5,2,2,1,1,1,0,75,3,40,2,1.0,13.98126763,5,0,0.0,2.0
35,3,1.0,4.0,3,5,1,0,4,0,0,4,0,0,0,0,0,0,100,3,10,1,5.0,9.494009243,4,0,4.0,2.0
55,1,0.0,1.0,2,2,0,5,0,0,0,3,0,0,0,0,0,0,75,2,10,1,1.0,6.084577464,5,0,12.0,1.0
55,1,1.0,0.0,4,2,0,6,0,0,0,5,0,0,0,0,0,0,75,3,3,1,1.0,5.646109133,6,0,0.0,2.0
35,1,1.0,0.0,3,5,0,5,0,0,0,5,0,0,0,0,0,0,4,3,22,1,1.0,7.781739015,5,1,0.0,1.0
21,3,0.0,3.0,5,5,1,10,6,0,0,5,0,0,0,0,0,0,75,2,3,1,3.0,13.98126763,16,0,12.0,0.0
35,1,0.0,1.0,1,1,1,4,0,0,0,3,0,0,0,0,0,0,75,2,3,1,1.0,4.760582619,4,0,12.0,2.0
35,3,0.0,3.0,2,5,1,15,0,1,1,5,0,0,1,1,1,0,45,2,40,1,3.0,10.49669737,15,0,12.0,0.0
35,2,1.0,1.0,5,5,1,0,14,1,1,5,2,2,1,0,1,0,75,2,20,1,2.0,6.66460256,14,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,75,1,40,1,2.0,4.791641623,7,0,1.0,0.0
55,1,0.0,1.0,5,1,0,6,0,0,0,4,0,0,0,0,0,0,100,1,40,1,1.0,4.760582619,6,0,12.0,1.0
21,3,2.0,2.0,1,5,0,10,4,1,1,5,2,2,1,1,1,0,45,2,3,1,4.0,6.317842213,14,0,1.0,0.0
35,1,1.0,0.0,3,5,1,8,6,0,0,5,0,0,0,0,0,0,75,2,3,1,1.0,10.49669737,14,0,0.0,1.0
55,3,10.0,3.0,1,5,1,7,0,1,1,5,2,2,1,1,1,2,75,2,40,1,13.0,6.66460256,7,0,0.3,0.0
35,3,2.0,2.0,2,5,0,15,0,0,0,4,0,0,0,0,0,0,75,2,40,1,4.0,7.781739015,15,0,1.0,0.0
35,3,1.0,3.0,1,5,1,4,2,0,0,5,0,0,0,0,0,0,45,2,10,1,4.0,4.615932526,6,0,3.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,100,2,40,1,2.0,6.66460256,7,0,1.0,0.0
35,2,1.0,1.0,1,5,1,17,3,0,0,4,0,0,0,0,0,0,75,3,22,1,2.0,7.821487521,20,0,1.0,1.0
35,1,1.0,0.0,1,5,1,7,3,1,0,5,2,2,1,1,1,0,75,2,3,1,1.0,6.317842213,10,0,0.0,1.0
70,2,1.0,1.0,1,5,1,7,0,1,0,5,2,2,1,1,1,0,4,1,3,1,2.0,7.885848025,7,1,1.0,1.0
55,2,1.0,1.0,5,5,1,7,1,1,0,3,2,2,0,1,0,0,75,3,10,1,2.0,4.760582619,8,0,1.0,0.0
35,1,1.0,0.0,1,5,1,11,6,0,0,5,0,0,0,0,0,0,100,2,22,1,1.0,6.521512483,17,0,0.0,2.0
35,1,0.0,1.0,5,4,0,2,0,0,0,4,0,0,0,0,0,0,22,2,22,1,1.0,4.263060223,2,0,12.0,2.0
21,2,1.0,0.0,3,4,0,5,0,0,0,4,0,0,0,0,0,0,22,2,10,1,1.0,6.084577464,5,0,0.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,1,0,0,75,2,40,1,2.0,6.66460256,7,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,1,0,0,2,45,2,40,1,2.0,6.66460256,7,0,1.0,0.0
21,3,2.0,0.0,5,3,1,70,75,1,0,4,2,0,0,0,0,2,75,2,3,1,2.0,5.69267197,145,0,0.0,0.0
35,2,1.0,1.0,6,4,0,5,0,0,0,4,0,0,0,0,0,0,22,2,10,2,2.0,6.084577464,5,0,1.0,2.0
35,2,1.0,1.0,3,5,0,0,10,0,0,4,0,0,0,0,0,0,100,2,10,1,2.0,10.49669737,10,0,1.0,1.0
35,2,1.0,1.0,2,5,1,11,4,1,1,5,2,2,1,1,1,2,4,1,40,1,2.0,10.49669737,15,1,1.0,0.0
35,2,1.0,1.0,2,2,0,7,0,0,0,5,0,0,0,0,0,0,22,2,10,1,2.0,6.084577464,7,0,1.0,1.0
55,2,1.0,1.0,2,5,1,0,7,1,1,5,2,2,1,0,0,0,100,1,40,1,2.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,1,4,0,3,0,0,0,4,0,0,0,0,0,0,22,3,10,1,1.0,6.359114199,3,0,12.0,2.0
55,2,1.0,0.0,2,5,1,12,0,1,1,5,2,2,1,1,1,2,22,2,40,1,1.0,3.4442083,12,0,0.0,0.0
35,1,1.0,0.0,3,1,1,12,0,0,0,5,0,0,0,0,0,0,100,3,40,1,1.0,4.615932526,12,0,0.0,1.0
35,3,2.0,0.0,6,5,1,7,0,0,0,4,0,0,0,0,0,0,75,2,40,2,2.0,6.317842213,7,0,0.0,1.0
35,1,0.0,1.0,2,2,1,2,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,20.85294101,2,0,12.0,1.0
35,3,2.0,0.0,1,5,1,7,0,1,0,5,2,2,0,1,1,0,100,2,10,1,2.0,10.49669737,7,0,0.0,0.0
21,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,1,2,100,1,10,1,2.0,6.521512483,7,0,1.0,0.0
35,3,1.0,1.0,3,5,1,3,0,0,0,5,0,0,0,0,0,0,75,2,10,1,2.0,10.49669737,3,0,1.0,1.0
35,1,0.0,1.0,2,5,1,7,0,1,1,5,2,2,1,0,1,0,100,2,3,1,1.0,10.49669737,7,0,12.0,1.0
9,3,1.0,1.0,1,5,1,6,0,1,1,5,2,2,1,1,1,2,22,2,10,1,2.0,6.66460256,6,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,2,2,2,1,0,0,2,75,2,40,1,2.0,6.66460256,7,0,1.0,1.0
70,1,1.0,0.0,3,4,0,0,18,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.66460256,18,0,0.0,1.0
35,2,1.0,1.0,1,5,1,0,7,1,0,5,0,2,0,0,0,0,75,3,3,1,2.0,6.66460256,7,0,1.0,0.0
55,1,1.0,0.0,6,5,0,15,0,0,0,4,0,0,0,0,0,0,45,2,3,1,1.0,10.49669737,15,0,0.0,0.0
21,1,0.0,1.0,3,5,1,3,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,4.615932526,3,0,12.0,2.0
55,1,1.0,0.0,1,4,0,10,0,0,0,4,0,0,0,0,0,0,22,3,40,1,1.0,6.66460256,10,0,0.0,1.0
35,1,0.0,1.0,1,5,1,6,0,1,0,5,2,2,0,0,1,1,22,3,22,1,1.0,10.49669737,6,0,12.0,1.0
35,3,0.0,2.0,2,5,1,5,0,0,0,5,0,0,0,0,0,0,22,2,10,1,2.0,10.49669737,5,0,12.0,0.0
55,1,0.0,1.0,1,5,1,12,4,1,1,4,2,2,1,1,1,0,11,2,3,1,1.0,13.98126763,16,0,12.0,1.0
55,1,0.0,1.0,6,2,0,14,0,0,0,5,0,0,0,0,0,0,75,2,22,1,1.0,6.084577464,14,0,12.0,1.0
35,2,1.0,1.0,3,5,1,16,0,0,0,4,0,0,0,0,0,0,22,2,10,1,2.0,10.49669737,16,0,1.0,0.0
35,1,0.0,1.0,4,1,0,0,11,0,1,5,0,0,0,0,0,0,100,1,40,2,1.0,4.615932526,11,0,12.0,0.0
55,2,1.0,1.0,1,5,1,4,5,1,1,5,2,2,1,0,1,0,100,2,3,1,2.0,8.356929506,9,0,1.0,0.0
55,3,2.0,2.0,3,5,1,0,7,1,1,5,2,2,1,1,1,2,4,3,10,1,4.0,6.66460256,7,1,1.0,1.0
35,1,0.0,2.0,2,2,0,10,0,0,0,4,0,0,0,0,0,0,100,2,10,2,2.0,4.791641623,10,0,12.0,1.0
35,1,1.0,0.0,3,1,1,29,0,1,0,5,2,2,1,0,0,0,75,2,10,1,1.0,10.49669737,29,0,0.0,1.0
